SalePrice,LnSalePrice,LandContour_Lvl,LandContour_Low,LandContour_HLS,LandContour_Bnk,flatContour,hasGarage,Bathrooms,BldingType_TwnhsE,BldingType_Twnhs,BldingType_Duplex,BldingType_2fmCon,BldingType_1Fam,streetIsPaved,closeToAmentity,YrSold_2010,YrSold_2009,YrSold_2008,YrSold_2007,YrSold_2006,pop_density,closeToRailorRoad,LocationProxy,Age,Mo Sold,Garage Area,Fireplaces,TotRms AbvGrd,Kitchen AbvGr,Bedroom AbvGr,Gr Liv Area,Central Air,Overall Cond,Overall Qual,Lot Area,Lot Frontage,kitchen_Ex
105500,11.566466231898259,1,0,0,0,1,1,1.5,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,51,3,320.0,0,6,1,3,1092,1,5,5,1680,21.0,0
127500,11.755871643580617,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,2,45,7,440.0,1,4,1,2,1069,1,5,6,4043,53.0,0
149900,11.917723684090689,1,0,0,0,1,1,2.5,0,1,0,0,0,1,0,1,0,0,0,0,3,0,2,47,6,440.0,1,6,1,3,1456,1,6,6,2280,24.0,0
120000,11.695247021764184,1,0,0,0,1,1,1.0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,2,47,6,308.0,0,4,1,2,836,1,6,7,2280,24.0,0
146000,11.891361900690473,1,0,0,0,1,1,2.5,0,1,0,0,0,1,0,1,0,0,0,0,3,0,2,44,7,440.0,1,7,1,3,1456,1,5,6,2280,24.0,0
376162,12.837775180646194,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,13,1,751.0,1,10,1,3,2334,1,5,9,12858,102.0,1
306000,12.631340380934517,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,15,5,772.0,1,7,1,3,1704,1,5,8,11478,98.0,0
395192,12.88712700173598,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,13,4,606.0,1,8,1,3,1940,1,5,9,10159,83.0,1
290941,12.58087577645635,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,13,6,868.0,0,7,1,3,1544,1,5,8,12883,94.0,0
220000,12.301382825334498,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,17,5,532.0,1,7,1,3,1541,1,5,7,12182,95.0,0
275000,12.524526376648708,1,0,0,0,1,1,2.0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,4,17,6,730.0,1,7,1,3,1698,1,5,9,11520,90.0,1
259000,12.464583340681674,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,17,2,678.0,1,8,1,3,1822,1,5,8,14122,79.0,1
214000,12.273731294003989,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,18,3,532.0,0,7,1,3,1535,1,5,7,10171,70.0,0
224000,12.319401330837177,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,4,13,6,484.0,1,6,1,2,1358,1,5,7,6371,44.0,0
320000,12.676076274775909,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,20,6,756.0,1,7,1,3,2250,1,5,8,13650,105.0,0
319900,12.675763725937609,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,4,17,2,576.0,1,6,1,2,1752,1,5,9,7658,61.0,1
205000,12.230765258120545,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,4,16,4,484.0,1,6,1,2,1370,1,5,8,7132,41.0,0
175500,12.075394321888057,1,0,0,0,1,1,2.5,0,1,0,0,0,1,0,1,0,0,0,0,3,0,4,19,6,474.0,0,6,1,2,1626,1,5,7,2628,36.0,0
199500,12.203569515312056,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,17,1,430.0,0,6,1,3,1324,1,5,6,18494,100.0,0
160000,11.982929094215963,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,4,16,1,437.0,0,6,1,2,1145,1,5,7,3203,43.0,0
192000,12.165250651009918,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,4,18,4,430.0,1,6,1,2,1269,1,5,8,3182,43.0,0
184500,12.125404742462718,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,18,6,400.0,1,7,1,3,1374,1,5,7,13300,67.0,0
216500,12.285345826424681,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,20,5,440.0,2,8,1,4,1960,1,5,6,7851,66.85,0
185088,12.128586666638327,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,18,4,433.0,1,7,1,3,1733,1,5,7,8577,63.0,0
180000,12.100712129872347,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,22,4,400.0,1,7,1,3,1430,1,5,7,7750,74.81,0
222500,12.312682380588432,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,21,5,434.0,1,8,1,3,2035,1,5,7,9505,74.81,0
333168,12.716402146247475,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,23,5,779.0,1,10,1,4,2599,1,5,9,14774,108.0,0
355000,12.779873068457553,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,24,1,962.0,1,7,1,4,2475,1,5,8,17433,60.0,0
260400,12.46997418931655,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,26,3,527.0,1,7,1,3,1720,1,5,7,10593,59.0,0
325000,12.691580461311874,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,28,4,712.0,2,9,1,3,2622,1,5,8,12256,98.0,0
290000,12.577636201962656,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,23,4,671.0,1,9,1,4,2270,1,7,8,11764,92.0,0
221000,12.30591798049989,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,24,6,486.0,0,7,1,4,1839,1,5,7,16770,58.0,0
221500,12.308177868467327,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,17,5,880.0,1,6,1,2,1595,1,5,8,8987,73.0,0
204500,12.228323254464993,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,4,13,4,676.0,0,4,1,2,1218,1,5,7,9215,92.0,0
215200,12.279323107269766,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,4,0,4,13,6,614.0,0,7,1,3,1547,1,5,7,8640,72.0,0
262500,12.478006361013815,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,4,14,4,750.0,0,7,1,3,1566,1,5,8,9000,75.0,0
254900,12.448626590364206,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,4,0,4,18,5,678.0,1,8,1,3,1947,1,5,7,12552,100.0,0
271500,12.511717418356127,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,4,17,5,528.0,1,6,1,2,1468,1,5,6,10440,84.0,0
233000,12.358793732547838,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,18,1,618.0,0,8,1,4,2084,1,5,7,10142,76.0,0
181000,12.106252310247962,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,18,4,484.0,0,8,1,3,1659,1,5,7,11920,70.0,0
205000,12.230765258120545,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,28,5,463.0,2,8,1,3,2110,1,5,7,8880,74.81,0
143000,11.870599909242044,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,3,42,5,264.0,1,5,1,2,923,1,5,6,8012,50.0,0
189000,12.14950229404178,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,30,5,462.0,1,8,1,3,1845,1,5,6,11218,70.0,0
99500,11.507912923146684,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,3,43,4,264.0,1,5,1,2,918,1,5,6,7892,55.0,0
125000,11.736069016284437,1,0,0,0,1,1,1.0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,3,38,2,264.0,0,4,1,2,752,1,5,6,7175,50.0,0
194500,12.178187442040638,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,1,3,29,2,457.0,0,7,1,3,1744,1,7,7,9453,74.81,0
152000,11.931635799828413,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,38,5,480.0,0,6,1,3,1097,1,5,6,9672,81.0,0
171000,12.049418835484797,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,42,4,476.0,1,7,1,3,1564,1,6,6,8400,70.0,0
67500,11.119882876860622,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,3,102,4,429.0,0,5,1,2,1012,0,5,5,9800,70.0,0
112000,11.626254150277232,1,0,0,0,1,1,2.0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,1,44,4,539.0,0,8,2,4,1902,1,5,6,8930,68.0,0
148000,11.904967552746252,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,61,6,576.0,0,6,1,3,1155,1,7,5,11782,88.0,0
138500,11.83862560460953,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,1,57,4,336.0,1,5,1,3,894,1,8,5,8450,65.0,0
122000,11.711776323715394,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,55,2,280.0,0,5,1,3,900,1,5,5,9819,74.81,0
133000,11.79810440720389,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,1,0,0,0,0,3,1,1,59,6,308.0,0,5,1,3,1040,1,5,5,7500,75.0,0
127000,11.751942365440728,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,60,4,260.0,0,6,1,3,1040,1,8,5,6897,74.81,0
190000,12.154779351142624,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,30,6,564.0,1,8,1,3,1923,1,5,7,10186,107.0,0
362500,12.800779753276867,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,29,6,762.0,1,9,1,4,2349,1,5,8,13143,85.0,0
285000,12.560244459250788,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,4,30,6,713.0,1,7,1,4,2225,1,5,8,11134,88.0,0
260000,12.468436909997665,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,4,18,3,506.0,1,6,1,2,1488,1,5,7,4835,25.0,0
190000,12.154779351142624,1,0,0,0,1,1,2.5,1,0,0,0,0,1,0,1,0,0,0,0,4,0,4,18,1,588.0,0,3,1,2,1680,1,5,7,3515,39.0,0
155000,11.951180395901384,1,0,0,0,1,1,2.5,1,0,0,0,0,1,0,1,0,0,0,0,4,0,4,18,4,480.0,0,4,1,2,1200,1,5,7,3215,30.0,0
151000,11.925035115797062,1,0,0,0,1,1,2.5,1,0,0,0,0,1,0,1,0,0,0,0,4,0,4,18,6,480.0,0,4,1,2,1200,1,5,7,3182,30.0,0
149500,11.915051671812877,1,0,0,0,1,1,2.5,0,1,0,0,0,1,0,1,0,0,0,0,4,0,4,18,2,480.0,0,4,1,2,1200,1,5,7,2544,24.0,0
152000,11.931635799828413,1,0,0,0,1,1,2.5,0,1,0,0,0,1,0,1,0,0,0,0,4,0,4,17,5,480.0,0,4,1,2,1236,1,5,6,2544,24.0,0
222000,12.310432660854417,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,4,0,4,13,6,484.0,1,7,1,2,1478,1,5,7,4403,67.44,0
177500,12.086725887897607,1,0,0,0,1,1,2.5,0,1,0,0,0,1,0,1,0,0,0,0,4,0,4,22,6,440.0,0,5,1,3,1573,1,5,6,2117,66.85,0
177000,12.083905011555967,1,0,0,0,1,1,2.5,1,0,0,0,0,1,0,1,0,0,0,0,4,0,4,22,5,440.0,0,5,1,2,1512,1,5,6,2980,66.85,0
155000,11.951180395901384,1,0,0,0,1,1,2.5,0,1,0,0,0,1,0,1,0,0,0,0,4,0,4,23,5,484.0,0,6,1,3,1416,1,5,7,2572,24.0,0
147110,11.898935885244258,1,0,0,0,1,1,2.5,1,0,0,0,0,1,0,1,0,0,0,0,4,0,4,19,6,496.0,0,4,1,2,1080,1,5,7,2403,74.81,0
267916,12.498428777526835,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,1,0,0,0,0,4,0,4,12,4,852.0,1,6,1,1,1418,1,5,8,12853,57.0,0
254000,12.445089546000673,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,4,0,4,22,4,592.0,1,7,1,3,1848,1,5,8,7379,68.0,0
155000,11.951180395901384,1,0,0,0,1,1,1.0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,4,42,6,484.0,1,3,1,1,788,1,5,8,4420,30.0,0
206000,12.235631447771718,1,0,0,0,1,1,1.0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,4,44,1,484.0,1,4,1,1,1226,1,6,8,3880,40.0,0
130500,11.779128505744886,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,1,1,46,3,475.0,0,6,1,3,1479,1,8,6,13517,74.81,0
230000,12.345834587905333,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,4,20,4,596.0,1,6,1,3,1492,1,5,7,8000,80.0,0
218500,12.294541293517781,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,55,5,535.0,0,8,1,4,1829,1,6,6,10456,74.81,0
243500,12.402872221504781,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,29,3,660.0,1,9,1,4,2495,1,5,6,10791,80.0,0
205000,12.230765258120545,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,45,2,480.0,2,6,1,3,1610,1,7,6,10603,74.81,0
212500,12.266697267346608,1,0,0,0,1,1,3.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,44,4,678.0,1,7,1,3,1891,1,5,6,18837,74.81,0
196500,12.188417710291453,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,34,3,496.0,1,7,1,3,1714,1,5,7,10421,80.0,0
197500,12.193493863323313,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,50,3,676.0,1,5,1,3,1381,1,7,6,9360,78.0,0
171000,12.049418835484797,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,51,6,441.0,0,7,1,4,1645,1,6,6,9600,80.0,0
142250,11.865341351988578,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,56,4,490.0,0,6,1,3,1232,1,5,5,9600,80.0,0
143000,11.870599909242044,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,1,0,0,0,0,3,1,2,59,6,528.0,2,6,1,3,1328,1,5,6,9790,66.85,0
128950,11.76718001130949,1,0,0,0,1,0,1.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,63,1,0.0,0,6,1,3,1225,1,5,4,9320,77.0,0
159000,11.976659481202368,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,56,4,504.0,0,6,1,3,1209,1,5,5,9900,90.0,0
178900,12.09458226949681,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,55,4,517.0,0,6,1,3,1510,1,6,5,9680,88.0,0
180500,12.103486056755072,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,58,4,484.0,1,6,1,3,1152,1,7,5,14112,74.81,0
142125,11.864462231052837,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,72,4,240.0,0,5,1,2,1078,1,6,5,9717,68.0,0
197600,12.194000064295905,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,70,3,400.0,2,7,1,3,2461,1,7,5,9724,68.0,0
172500,12.058152515453552,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,2,73,1,470.0,1,6,1,3,1556,1,6,6,17360,120.0,0
116500,11.665646551987892,1,0,0,0,1,0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,64,2,0.0,0,4,1,2,858,1,7,5,7207,50.0,0
76500,11.245046019814627,1,0,0,0,1,0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,82,5,0.0,0,6,1,3,1306,1,2,3,5350,55.0,0
128000,11.759785542901755,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,68,2,280.0,0,6,1,3,1063,1,5,5,9920,80.0,0
153000,11.938193200374572,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,67,3,364.0,2,7,1,3,1520,1,6,6,9600,80.0,0
132000,11.790557201568507,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,68,3,244.0,1,7,1,2,1268,1,6,5,7800,78.0,0
178000,12.089538829274222,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,56,1,315.0,1,5,1,2,1128,1,8,6,11380,75.0,0
154300,11.946654038351252,1,0,0,0,1,1,2.0,0,0,1,0,0,1,0,1,0,0,0,0,3,1,2,62,1,480.0,0,12,2,5,2274,1,5,5,11600,80.0,0
180000,12.100712129872347,1,0,0,0,1,1,2.0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,2,52,7,576.0,1,7,1,3,2207,1,5,7,19900,66.85,0
190000,12.154779351142624,1,0,0,0,1,1,2.5,0,0,0,0,1,1,1,1,0,0,0,0,3,0,2,56,6,578.0,1,6,1,2,1888,1,6,6,16492,137.0,0
135000,11.813030057420567,1,0,0,0,1,1,2.0,0,0,1,0,0,1,0,1,0,0,0,0,3,1,2,64,3,576.0,0,8,2,4,1604,1,5,5,8267,70.0,0
214000,12.273731294003989,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,19,2,620.0,0,7,1,3,1480,1,5,7,8197,70.0,0
136000,11.820410164718188,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,63,5,308.0,0,6,1,3,1143,1,5,5,8050,74.81,0
165500,12.016726473799254,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,63,4,447.0,1,6,1,4,1700,1,5,5,10552,70.0,0
145000,11.884489021402711,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,65,6,294.0,0,5,1,3,1314,1,6,5,8400,70.0,0
148000,11.904967552746252,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,63,4,312.0,0,6,1,3,1194,1,6,6,8760,73.0,0
167500,12.028738630247258,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,2,62,4,461.0,2,6,1,3,1264,1,5,5,9300,73.0,0
108538,11.594855621061042,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,63,5,312.0,0,6,1,3,1206,1,5,5,10725,87.0,0
159500,11.979799201207037,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,63,6,440.0,2,6,1,3,1580,1,5,6,10032,80.0,0
108000,11.589886506106357,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,66,2,263.0,0,5,1,3,1337,1,5,4,8382,60.0,0
135000,11.813030057420567,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,70,5,318.0,0,4,1,2,1064,1,7,5,10950,60.0,0
122500,11.715866308966918,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,67,6,305.0,0,5,1,3,972,1,6,5,10895,119.0,0
105000,11.56171562913966,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,102,4,676.0,0,4,1,2,985,1,7,4,7898,65.0,0
107500,11.585246126549855,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,67,4,392.0,1,5,1,2,827,1,7,5,7200,60.0,0
144900,11.883799128308773,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,68,5,490.0,0,6,1,3,1086,1,7,5,10200,85.0,0
129000,11.76756768334381,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,66,5,308.0,0,4,1,2,936,1,7,5,5868,74.0,0
144000,11.877568578558138,1,0,0,0,1,1,0.0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,2,42,6,576.0,0,4,2,0,1056,1,5,6,6979,64.0,0
162000,11.99535161421452,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,63,3,576.0,1,7,1,3,1287,1,7,5,9830,74.81,0
132000,11.790557201568507,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,2,74,5,280.0,0,5,1,3,1224,1,8,6,8064,60.0,0
